usuario,total_tweets,tweets_salud_mental,tweets_no_salud_mental,proporcion_salud_mental
USER_95204372e5,25,0,25,0.0
USER_1aa0214a6a,25,0,25,0.0
USER_34b12c36f4,25,1,24,0.04
USER_c3cb86098c,25,0,25,0.0
USER_39046f8227,25,1,24,0.04
USER_4b90aababf,25,1,24,0.04
USER_fc290aa49a,25,0,25,0.0
USER_8ebda953b7,25,0,25,0.0
USER_3acb06324b,2,0,2,0.0
USER_91d0e4b2ba,25,0,25,0.0
USER_ee76474727,25,4,21,0.16
USER_d94ff0ab8d,25,0,25,0.0
USER_b71d28299c,25,0,25,0.0
USER_1251f76996,25,2,23,0.08
USER_4f55d7911f,25,0,25,0.0
USER_61dbb9baff,25,0,25,0.0
USER_072aa96d58,25,1,24,0.04
USER_e6fd4d9730,25,1,24,0.04
USER_bc443838b9,25,0,25,0.0
USER_2ae9f77c74,25,0,25,0.0
USER_96b54f5fff,25,0,25,0.0
USER_5b6468acd5,25,1,24,0.04
USER_a5c928ba28,25,0,25,0.0
USER_3868117d35,25,0,25,0.0
